# Sovereign default / restructuring events from the Bank of Canada CRAG
# database. Auto-generated by scripts/fetch_crag_defaults.py.
# Schema matches what backend/credit_default/defaults.py expects.
iso3,start_year,end_year,event_type,instrument,source,notes
GUY,1993,2007,paris_club,paris_club,CRAG,BoC creditor: China
GUY,1976,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GUY,1979,2004,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GUY,1972,2022,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GUY,1989,1993,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HTI,1995,1995,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HTI,2005,2010,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HTI,1960,1969,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
HTI,1975,1975,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
HTI,1981,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
HTI,1970,1974,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
HTI,1982,1995,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
HTI,2007,2009,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
HTI,2012,2012,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
HTI,1989,1997,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HTI,1999,2002,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HTI,2012,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HND,1989,1993,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HND,1995,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HND,1998,1999,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HND,2003,2007,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HND,2022,2022,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HND,1985,1989,paris_club,paris_club,CRAG,BoC creditor: China
HND,1998,2009,paris_club,paris_club,CRAG,BoC creditor: China
HND,2016,2016,paris_club,paris_club,CRAG,BoC creditor: China
HND,1977,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
HND,1981,2006,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
HND,1978,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
HND,1990,1997,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HND,1999,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HUN,1960,1975,default,external_bond,CRAG,BoC creditor: FC bonds
IND,1968,1968,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IND,1972,1976,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IND,1992,1993,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,1965,1970,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,1994,1994,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,1998,1998,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,2000,2000,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,2002,2003,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,2005,2005,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IDN,1967,1990,paris_club,paris_club,CRAG,BoC creditor: China
IDN,1998,2003,paris_club,paris_club,CRAG,BoC creditor: China
IDN,1965,1966,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,1969,1972,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,1985,1993,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,1997,2003,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,2005,2006,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,2012,2012,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,2014,2014,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,2016,2016,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IDN,1999,2000,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
IDN,2002,2002,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
IDN,1970,1973,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IDN,1985,1988,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IDN,1998,2003,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IDN,2005,2005,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IRN,2017,,paris_club,paris_club,CRAG,BoC creditor: China
IRN,1980,1996,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IRN,2011,2011,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IRN,2016,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IRN,1981,1999,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IRN,2010,2011,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IRN,2016,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
IRN,2012,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
IRQ,1990,2008,paris_club,paris_club,CRAG,BoC creditor: Paris Club
IRQ,2002,2010,paris_club,paris_club,CRAG,BoC creditor: China
IRQ,2017,2017,paris_club,paris_club,CRAG,BoC creditor: China
IRQ,2003,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
IRQ,1988,2006,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
IRQ,1990,1990,default,domestic,CRAG,BoC creditor: LC debt
IRQ,1993,1993,default,domestic,CRAG,BoC creditor: LC debt
IRQ,2020,2020,default,domestic,CRAG,BoC creditor: LC debt
IRQ,1993,1993,arrears,domestic,CRAG,BoC creditor: Domestic arrears
IRQ,2007,2007,arrears,domestic,CRAG,BoC creditor: Domestic arrears
IRQ,2013,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
IRL,2013,2013,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
JAM,1983,1993,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JAM,1981,1984,paris_club,paris_club,CRAG,BoC creditor: China
JAM,2001,2014,paris_club,paris_club,CRAG,BoC creditor: China
JAM,2017,2017,paris_club,paris_club,CRAG,BoC creditor: China
JAM,1970,1970,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
JAM,1973,1974,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
JAM,1980,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
JAM,1978,1979,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
JAM,1981,1985,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
JAM,1987,1993,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
JAM,2010,2010,default,external_bond,CRAG,BoC creditor: FC bonds
JAM,2013,2013,default,external_bond,CRAG,BoC creditor: FC bonds
JAM,1973,1976,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JAM,1979,2015,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JAM,2017,2017,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JAM,2022,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JAM,2010,2010,default,domestic,CRAG,BoC creditor: LC debt
JAM,2013,2013,default,domestic,CRAG,BoC creditor: LC debt
JAM,2003,2003,arrears,domestic,CRAG,BoC creditor: Domestic arrears
JAM,2009,2018,arrears,domestic,CRAG,BoC creditor: Domestic arrears
JOR,1988,1992,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JOR,1994,1994,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JOR,1996,1999,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JOR,2001,2002,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JOR,2007,2008,paris_club,paris_club,CRAG,BoC creditor: Paris Club
JOR,1995,2001,paris_club,paris_club,CRAG,BoC creditor: China
JOR,1970,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
JOR,1989,1993,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
JOR,1987,2007,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JOR,2010,2010,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JOR,2018,2018,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
JOR,1997,1997,arrears,domestic,CRAG,BoC creditor: Domestic arrears
JOR,2003,2003,arrears,domestic,CRAG,BoC creditor: Domestic arrears
JOR,2005,2005,arrears,domestic,CRAG,BoC creditor: Domestic arrears
JOR,2010,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KAZ,2003,2003,paris_club,paris_club,CRAG,BoC creditor: China
KAZ,2014,2014,paris_club,paris_club,CRAG,BoC creditor: China
KAZ,2020,2020,paris_club,paris_club,CRAG,BoC creditor: China
KAZ,1993,1995,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KAZ,1999,1999,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KAZ,2001,2001,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KAZ,1993,1994,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KAZ,1998,1999,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KAZ,1992,2002,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KEN,1993,1995,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KEN,1999,2001,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KEN,2003,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KEN,2021,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KEN,1990,1990,paris_club,paris_club,CRAG,BoC creditor: China
KEN,1992,1995,paris_club,paris_club,CRAG,BoC creditor: China
KEN,1997,2000,paris_club,paris_club,CRAG,BoC creditor: China
KEN,2002,2003,paris_club,paris_club,CRAG,BoC creditor: China
KEN,2005,2005,paris_club,paris_club,CRAG,BoC creditor: China
KEN,2011,2011,paris_club,paris_club,CRAG,BoC creditor: China
KEN,2013,2016,paris_club,paris_club,CRAG,BoC creditor: China
KEN,2018,,paris_club,paris_club,CRAG,BoC creditor: China
KEN,1975,1976,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KEN,1980,2012,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KEN,2014,2020,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KEN,2022,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KEN,1990,1990,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
KEN,1970,1970,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KEN,1972,1973,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KEN,1976,1990,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KEN,2012,2012,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KEN,2015,2015,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KEN,1988,1988,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KEN,1996,1996,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KEN,1998,2006,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KEN,2013,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
PRK,1975,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
PRK,2010,2012,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
PRK,2017,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
PRK,1975,,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
PRK,1974,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
PRK,1992,1992,default,domestic,CRAG,BoC creditor: LC debt
PRK,2009,2009,default,domestic,CRAG,BoC creditor: LC debt
XKX,2021,2021,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
XKX,2023,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
XKX,2008,2012,arrears,domestic,CRAG,BoC creditor: Domestic arrears
XKX,2015,2015,arrears,domestic,CRAG,BoC creditor: Domestic arrears
XKX,2020,2022,arrears,domestic,CRAG,BoC creditor: Domestic arrears
KGZ,1999,2002,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KGZ,2004,2005,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KGZ,2021,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
KGZ,1993,1997,paris_club,paris_club,CRAG,BoC creditor: China
KGZ,2002,2014,paris_club,paris_club,CRAG,BoC creditor: China
KGZ,2021,2021,paris_club,paris_club,CRAG,BoC creditor: China
KGZ,1994,1997,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KGZ,1999,2014,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KGZ,2016,2018,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KGZ,2022,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
KGZ,1999,2005,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
KGZ,1993,2005,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LAO,2003,2003,paris_club,paris_club,CRAG,BoC creditor: China
LAO,2006,2006,paris_club,paris_club,CRAG,BoC creditor: China
LAO,2020,,paris_club,paris_club,CRAG,BoC creditor: China
LAO,1972,1992,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LAO,1996,2001,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LAO,2003,2003,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LAO,2023,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LAO,1975,1987,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LAO,2012,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LAO,1976,1976,default,domestic,CRAG,BoC creditor: LC debt
LAO,1976,1976,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LAO,1990,1991,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LAO,2001,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LVA,2009,2009,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBN,1985,1995,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBN,2000,2000,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBN,2002,2002,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBN,2023,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBN,2020,,default,external_bond,CRAG,BoC creditor: FC bonds
LBN,1982,1995,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBN,2000,2000,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBN,2020,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBN,1993,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LSO,2001,2001,paris_club,paris_club,CRAG,BoC creditor: China
LSO,2006,2008,paris_club,paris_club,CRAG,BoC creditor: China
LSO,2020,,paris_club,paris_club,CRAG,BoC creditor: China
LSO,1979,1979,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,1985,1988,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,1990,1994,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,1998,1998,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,2006,2006,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,2009,2009,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,2013,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LSO,1990,1994,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LSO,2015,2015,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LSO,2020,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LSO,2007,2007,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LSO,2011,2012,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LSO,2015,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LBR,1980,2011,paris_club,paris_club,CRAG,BoC creditor: Paris Club
LBR,1989,2009,paris_club,paris_club,CRAG,BoC creditor: China
LBR,2011,2013,paris_club,paris_club,CRAG,BoC creditor: China
LBR,2016,2017,paris_club,paris_club,CRAG,BoC creditor: China
LBR,1963,1963,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBR,1968,1969,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBR,1971,2019,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBR,1963,1963,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
LBR,1968,1968,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
LBR,1980,2010,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
LBR,1963,1963,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBR,1980,2009,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBR,1989,2007,default,domestic,CRAG,BoC creditor: LC debt
LBR,2016,,default,domestic,CRAG,BoC creditor: LC debt
LBR,1984,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LBY,2004,2004,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBY,2008,2008,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBY,2011,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LBY,2004,2004,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBY,2012,2017,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
LBY,2005,2006,arrears,domestic,CRAG,BoC creditor: Domestic arrears
LTU,1993,1993,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
LTU,1994,2003,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MKD,1993,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MKD,1999,2000,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MKD,2000,2001,paris_club,paris_club,CRAG,BoC creditor: China
MKD,1993,2005,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MKD,2008,2019,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MKD,2022,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MKD,1992,1997,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MKD,1992,1993,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MKD,1995,1997,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MKD,2000,2004,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MKD,1997,1998,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MKD,2011,2011,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MKD,2013,2013,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MKD,2016,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MDG,1980,1997,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MDG,2000,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MDG,1980,2007,paris_club,paris_club,CRAG,BoC creditor: China
MDG,2016,2019,paris_club,paris_club,CRAG,BoC creditor: China
MDG,1972,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MDG,1980,2002,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MDG,1977,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MDG,2002,2002,default,domestic,CRAG,BoC creditor: LC debt
MDG,1990,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MWI,1982,1983,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,1987,1990,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,1999,2002,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,2005,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,2020,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,2023,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MWI,1980,1982,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MWI,1985,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MWI,1982,1983,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MWI,1987,1988,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MWI,1980,1980,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MWI,1982,1982,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MWI,1985,2003,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MWI,2014,2014,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MWI,2023,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MWI,1994,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MWI,1991,1995,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MWI,2019,2019,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MDV,2020,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MDV,2003,2003,paris_club,paris_club,CRAG,BoC creditor: China
MDV,2020,2021,paris_club,paris_club,CRAG,BoC creditor: China
MDV,1978,1979,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MDV,2003,2021,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MDV,2005,2021,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MDV,2012,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MLI,1987,1993,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MLI,1996,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MLI,1999,2004,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MLI,2012,2012,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MLI,1984,1985,paris_club,paris_club,CRAG,BoC creditor: China
MLI,1989,1992,paris_club,paris_club,CRAG,BoC creditor: China
MLI,1994,2009,paris_club,paris_club,CRAG,BoC creditor: China
MLI,2011,,paris_club,paris_club,CRAG,BoC creditor: China
MLI,1964,1965,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MLI,1968,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MLI,2011,2013,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MLI,2022,2022,default,external_bond,CRAG,BoC creditor: FC bonds
MLI,1970,1996,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MLI,2011,2018,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MLI,1983,1998,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MLI,2009,2018,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MLI,2020,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MHL,1985,1990,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MHL,1996,2000,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MHL,2010,2010,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MRT,1985,1987,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,1989,1989,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,1993,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,2000,2000,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,2002,2002,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,2020,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MRT,1981,1992,paris_club,paris_club,CRAG,BoC creditor: China
MRT,1998,2000,paris_club,paris_club,CRAG,BoC creditor: China
MRT,2002,2007,paris_club,paris_club,CRAG,BoC creditor: China
MRT,2020,2021,paris_club,paris_club,CRAG,BoC creditor: China
MRT,1971,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MRT,1992,1996,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MRT,1969,1969,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,1973,1973,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,1975,1995,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,1999,2000,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,2002,2002,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,2006,2006,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,2008,2008,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MRT,1982,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MUS,1990,1993,paris_club,paris_club,CRAG,BoC creditor: China
MUS,2015,2015,paris_club,paris_club,CRAG,BoC creditor: China
MUS,2017,2017,paris_club,paris_club,CRAG,BoC creditor: China
MUS,2019,2019,paris_club,paris_club,CRAG,BoC creditor: China
MUS,2021,2021,paris_club,paris_club,CRAG,BoC creditor: China
MUS,1971,1972,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,1977,1981,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,1984,1984,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,1988,1997,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,2011,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,2019,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MUS,1990,1996,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MUS,2012,2018,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MUS,2020,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,1982,1983,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MEX,1986,1986,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MEX,1989,1989,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MEX,1978,1978,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MEX,1981,1982,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MEX,1988,1989,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MEX,1982,1990,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
MEX,1979,1979,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,1981,1984,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,1989,1989,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,2002,2002,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,2013,2014,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,2016,2016,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,2018,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MEX,2016,2016,arrears,domestic,CRAG,BoC creditor: Domestic arrears
FSM,1989,1998,arrears,domestic,CRAG,BoC creditor: Domestic arrears
FSM,2001,2008,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MDA,2005,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
MDA,1994,2001,paris_club,paris_club,CRAG,BoC creditor: China
MDA,1993,2008,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MDA,2022,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MDA,1998,1998,default,external_bond,CRAG,BoC creditor: FC bonds
MDA,2002,2002,default,external_bond,CRAG,BoC creditor: FC bonds
MDA,2004,2004,default,external_bond,CRAG,BoC creditor: FC bonds
MDA,1998,2006,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MDA,1992,2022,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MNG,2002,2002,paris_club,paris_club,CRAG,BoC creditor: China
MNG,2012,2020,paris_club,paris_club,CRAG,BoC creditor: China
MNG,1992,2013,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MNG,2016,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MNG,2019,2021,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
MNG,1992,2000,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
MNG,1997,2001,default,domestic,CRAG,BoC creditor: LC debt
MNG,1999,2001,arrears,domestic,CRAG,BoC creditor: Domestic arrears
MNG,2004,2004,arrears,domestic,CRAG,BoC creditor: Domestic arrears
