# Sovereign default / restructuring events from the Bank of Canada CRAG
# database. Auto-generated by scripts/fetch_crag_defaults.py.
# Schema matches what backend/credit_default/defaults.py expects.
iso3,start_year,end_year,event_type,instrument,source,notes
CHL,1972,1975,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CHL,1985,1985,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CHL,1987,1987,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CHL,1961,1961,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CHL,1963,1963,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CHL,1971,1975,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CHL,1964,1964,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CHL,1972,1973,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CHL,1983,1990,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CHL,1971,1975,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
CHN,1995,1995,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CHN,2009,2015,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CHN,1960,1987,default,external_bond,CRAG,BoC creditor: FC bonds
CHN,2017,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COL,1983,1984,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COL,1987,2003,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COL,2017,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COL,1980,2003,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COL,1989,2010,arrears,domestic,CRAG,BoC creditor: Domestic arrears
COL,2018,2020,arrears,domestic,CRAG,BoC creditor: Domestic arrears
COM,1984,1994,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COM,2001,2001,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COM,2007,2010,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COM,2013,2013,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COM,2020,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COM,1986,2007,paris_club,paris_club,CRAG,BoC creditor: China
COM,1976,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COM,1982,1988,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COM,1987,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
COG,1985,2010,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COG,2016,2022,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COG,1983,2010,paris_club,paris_club,CRAG,BoC creditor: China
COG,2015,,paris_club,paris_club,CRAG,BoC creditor: China
COG,1970,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COG,1976,1980,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
COG,1984,2007,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
COG,2016,2017,default,external_bond,CRAG,BoC creditor: FC bonds
COG,1970,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COG,1979,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
COD,1975,2011,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COD,2020,2020,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COD,2022,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
COD,1988,2011,paris_club,paris_club,CRAG,BoC creditor: China
COD,2017,,paris_club,paris_club,CRAG,BoC creditor: China
COD,1973,1973,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COD,1975,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
COD,1975,1987,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
COD,1961,1965,default,external_bond,CRAG,BoC creditor: FC bonds
COD,1960,1965,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COD,1973,2011,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COD,2020,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
COD,1960,1965,default,domestic,CRAG,BoC creditor: LC debt
COD,1979,1979,default,domestic,CRAG,BoC creditor: LC debt
COD,1997,2005,default,domestic,CRAG,BoC creditor: LC debt
COD,1990,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
COK,1995,1998,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,1982,1983,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CRI,1985,1985,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CRI,1989,1995,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CRI,1991,1995,paris_club,paris_club,CRAG,BoC creditor: China
CRI,1962,1962,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,1965,1965,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,1971,1971,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,1977,1998,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,2002,2003,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,2006,2014,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CRI,1981,1990,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CRI,1984,1985,default,external_bond,CRAG,BoC creditor: FC bonds
CRI,1971,1971,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
CRI,1973,1973,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
CRI,1978,2004,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
CIV,1984,2012,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CIV,1997,2003,paris_club,paris_club,CRAG,BoC creditor: China
CIV,2006,2008,paris_club,paris_club,CRAG,BoC creditor: China
CIV,2011,,paris_club,paris_club,CRAG,BoC creditor: China
CIV,1974,1976,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CIV,1978,2016,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CIV,2018,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CIV,1984,1998,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CIV,2001,2002,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CIV,2012,2015,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CIV,1991,1994,default,external_bond,CRAG,BoC creditor: FC bonds
CIV,2000,2012,default,external_bond,CRAG,BoC creditor: FC bonds
CIV,1981,2012,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
CIV,1985,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HRV,1995,1995,paris_club,paris_club,CRAG,BoC creditor: Paris Club
HRV,1992,1996,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
HRV,1994,1994,default,domestic,CRAG,BoC creditor: LC debt
HRV,1992,2001,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HRV,2004,2006,arrears,domestic,CRAG,BoC creditor: Domestic arrears
HRV,2011,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
CUB,1983,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
CUB,2004,2004,paris_club,paris_club,CRAG,BoC creditor: China
CUB,2008,2008,paris_club,paris_club,CRAG,BoC creditor: China
CUB,2010,2012,paris_club,paris_club,CRAG,BoC creditor: China
CUB,2014,2016,paris_club,paris_club,CRAG,BoC creditor: China
CUB,2022,,paris_club,paris_club,CRAG,BoC creditor: China
CUB,1989,1990,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUB,1994,1995,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUB,1999,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUB,2021,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUB,1982,,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
CUB,1960,1961,default,external_bond,CRAG,BoC creditor: FC bonds
CUB,1961,1961,default,domestic,CRAG,BoC creditor: LC debt
CUW,2010,2010,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUW,2022,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
CUW,1993,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
CYP,2013,2013,default,external_bond,CRAG,BoC creditor: FC bonds
CYP,2013,2015,arrears,domestic,CRAG,BoC creditor: Domestic arrears
CZE,1960,1986,default,external_bond,CRAG,BoC creditor: FC bonds
DJI,1999,2008,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DJI,2011,2012,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DJI,2020,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DJI,2023,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DJI,1999,2001,paris_club,paris_club,CRAG,BoC creditor: China
DJI,2007,2007,paris_club,paris_club,CRAG,BoC creditor: China
DJI,2018,,paris_club,paris_club,CRAG,BoC creditor: China
DJI,1984,1984,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DJI,1986,1986,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DJI,1988,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DJI,1984,1984,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DJI,1986,1986,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DJI,2002,2010,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DJI,2023,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DJI,1982,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
DMA,1990,1992,paris_club,paris_club,CRAG,BoC creditor: China
DMA,1998,1999,paris_club,paris_club,CRAG,BoC creditor: China
DMA,2016,2016,paris_club,paris_club,CRAG,BoC creditor: China
DMA,2021,2021,paris_club,paris_club,CRAG,BoC creditor: China
DMA,1981,1984,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DMA,1987,2010,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DMA,2012,2014,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DMA,2016,2016,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DMA,2020,2020,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DMA,2002,2012,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
DMA,2003,2004,default,external_bond,CRAG,BoC creditor: FC bonds
DMA,1990,1990,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DMA,2002,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DMA,1994,2018,arrears,domestic,CRAG,BoC creditor: Domestic arrears
DMA,2022,2022,arrears,domestic,CRAG,BoC creditor: Domestic arrears
DOM,1982,1985,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DOM,1990,1991,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DOM,1993,2005,paris_club,paris_club,CRAG,BoC creditor: Paris Club
DOM,1970,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
DOM,1960,1969,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
DOM,1982,1994,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
DOM,1996,1999,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
DOM,2005,2005,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
DOM,2000,2002,default,external_bond,CRAG,BoC creditor: FC bonds
DOM,2004,2005,default,external_bond,CRAG,BoC creditor: FC bonds
DOM,1970,2009,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DOM,2014,2016,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
DOM,1975,2001,default,domestic,CRAG,BoC creditor: LC debt
DOM,2003,2003,default,domestic,CRAG,BoC creditor: LC debt
DOM,1993,2003,arrears,domestic,CRAG,BoC creditor: Domestic arrears
DOM,2008,2009,arrears,domestic,CRAG,BoC creditor: Domestic arrears
DOM,2011,2021,arrears,domestic,CRAG,BoC creditor: Domestic arrears
ECU,1983,1983,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ECU,1985,1985,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ECU,1987,1989,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ECU,1991,2001,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ECU,2003,2003,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ECU,2006,2010,paris_club,paris_club,CRAG,BoC creditor: China
ECU,2012,2012,paris_club,paris_club,CRAG,BoC creditor: China
ECU,2017,2018,paris_club,paris_club,CRAG,BoC creditor: China
ECU,2020,2020,paris_club,paris_club,CRAG,BoC creditor: China
ECU,2022,2022,paris_club,paris_club,CRAG,BoC creditor: China
ECU,1976,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
ECU,1982,1995,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
ECU,1997,2000,default,external_bond,CRAG,BoC creditor: FC bonds
ECU,2008,,default,external_bond,CRAG,BoC creditor: FC bonds
ECU,1972,1972,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
ECU,1980,2022,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
ECU,1999,2000,default,domestic,CRAG,BoC creditor: LC debt
ECU,1992,2004,arrears,domestic,CRAG,BoC creditor: Domestic arrears
ECU,2007,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
EGY,1984,1992,paris_club,paris_club,CRAG,BoC creditor: Paris Club
EGY,1992,1994,paris_club,paris_club,CRAG,BoC creditor: China
EGY,1998,2000,paris_club,paris_club,CRAG,BoC creditor: China
EGY,1964,2011,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
EGY,2013,2016,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
EGY,2018,2020,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
EGY,2023,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
EGY,1970,1976,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
EGY,1981,2009,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
EGY,2012,2021,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
EGY,1982,1984,arrears,domestic,CRAG,BoC creditor: Domestic arrears
EGY,1995,2003,arrears,domestic,CRAG,BoC creditor: Domestic arrears
EGY,2007,2007,arrears,domestic,CRAG,BoC creditor: Domestic arrears
SLV,1989,1991,paris_club,paris_club,CRAG,BoC creditor: Paris Club
SLV,1979,1979,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
SLV,1983,2000,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
SLV,2008,2008,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
SLV,1981,1996,default,external_bond,CRAG,BoC creditor: FC bonds
SLV,2017,2017,default,external_bond,CRAG,BoC creditor: FC bonds
SLV,2022,,default,external_bond,CRAG,BoC creditor: FC bonds
SLV,1982,2000,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
SLV,2013,2014,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GNQ,1985,1985,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNQ,1989,2004,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNQ,2018,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNQ,1981,1983,paris_club,paris_club,CRAG,BoC creditor: China
GNQ,2000,2001,paris_club,paris_club,CRAG,BoC creditor: China
GNQ,2006,2007,paris_club,paris_club,CRAG,BoC creditor: China
GNQ,2010,2010,paris_club,paris_club,CRAG,BoC creditor: China
GNQ,2012,2012,paris_club,paris_club,CRAG,BoC creditor: China
GNQ,1981,2003,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNQ,2005,2005,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNQ,2017,2017,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNQ,2019,2021,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNQ,1995,1998,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GNQ,2018,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GNQ,1984,2006,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GNQ,2014,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
ERI,2001,2001,paris_club,paris_club,CRAG,BoC creditor: China
ERI,2003,2003,paris_club,paris_club,CRAG,BoC creditor: China
ERI,2006,2007,paris_club,paris_club,CRAG,BoC creditor: China
ERI,2016,2016,paris_club,paris_club,CRAG,BoC creditor: China
ERI,2000,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
ERI,2012,,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
ERI,2005,2005,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
ETH,1990,2021,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ETH,2023,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
ETH,1990,2007,paris_club,paris_club,CRAG,BoC creditor: China
ETH,2018,,paris_club,paris_club,CRAG,BoC creditor: China
ETH,1970,1975,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
ETH,1979,1984,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
ETH,1987,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
ETH,2023,,default,external_bond,CRAG,BoC creditor: FC bonds
ETH,1990,1995,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
ETH,1997,1999,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
ETH,2023,,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
ETH,1971,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
FJI,2017,2017,paris_club,paris_club,CRAG,BoC creditor: China
FJI,2020,2021,paris_club,paris_club,CRAG,BoC creditor: China
FJI,1976,1977,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
FJI,1979,1980,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
FJI,1990,2014,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
FJI,2021,2021,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
FJI,1982,1982,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
FJI,2006,2014,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
FJI,2020,2021,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GAB,1977,1978,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GAB,1987,1995,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GAB,1998,2000,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GAB,2003,2007,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GAB,2022,2022,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GAB,1990,1991,paris_club,paris_club,CRAG,BoC creditor: China
GAB,1999,2013,paris_club,paris_club,CRAG,BoC creditor: China
GAB,2015,2016,paris_club,paris_club,CRAG,BoC creditor: China
GAB,2018,2018,paris_club,paris_club,CRAG,BoC creditor: China
GAB,2020,,paris_club,paris_club,CRAG,BoC creditor: China
GAB,1980,1983,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GAB,1985,2013,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GAB,2015,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GAB,1999,2004,default,external_bond,CRAG,BoC creditor: FC bonds
GAB,2016,2016,default,external_bond,CRAG,BoC creditor: FC bonds
GAB,2018,2018,default,external_bond,CRAG,BoC creditor: FC bonds
GAB,1986,1994,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GAB,1997,1999,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GAB,2001,2004,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GAB,1975,1976,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GAB,1982,2012,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GAB,2015,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GAB,1984,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GMB,1990,1991,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GMB,2000,2012,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GMB,2015,2015,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GMB,2017,2018,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GMB,1999,2013,paris_club,paris_club,CRAG,BoC creditor: China
GMB,1977,1978,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GMB,1980,1999,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GMB,2002,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GMB,1984,1989,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GMB,1980,1989,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GMB,1994,1995,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GMB,2003,2004,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GMB,2008,2011,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GMB,2017,2017,default,domestic,CRAG,BoC creditor: LC debt
GMB,1983,1987,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GMB,1997,2007,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GMB,2009,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GEO,2000,2004,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GEO,1995,1997,paris_club,paris_club,CRAG,BoC creditor: China
GEO,2001,2006,paris_club,paris_club,CRAG,BoC creditor: China
GEO,1994,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GEO,1992,1997,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GEO,1991,2008,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GEO,2013,2014,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GEO,2017,2018,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GHA,1965,1974,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GHA,1996,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GHA,2000,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GHA,2022,,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GHA,2002,2003,paris_club,paris_club,CRAG,BoC creditor: China
GHA,2006,,paris_club,paris_club,CRAG,BoC creditor: China
GHA,1967,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GHA,2022,,default,external_bond,CRAG,BoC creditor: FC bonds
GHA,1970,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GHA,1979,1979,default,domestic,CRAG,BoC creditor: LC debt
GHA,1982,1982,default,domestic,CRAG,BoC creditor: LC debt
GHA,2022,,default,domestic,CRAG,BoC creditor: LC debt
GHA,1979,1979,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GHA,1982,1982,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GHA,1990,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRC,2012,2012,paris_club,paris_club,CRAG,BoC creditor: China
GRC,2013,2013,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GRC,2018,2018,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GRC,1960,1965,default,external_bond,CRAG,BoC creditor: FC bonds
GRC,2012,2012,default,external_bond,CRAG,BoC creditor: FC bonds
GRC,2002,2005,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRC,2011,2021,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRD,2005,2006,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GRD,2013,2016,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GRD,2020,2020,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GRD,1983,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GRD,2004,2005,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GRD,2013,2017,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GRD,2004,2005,default,external_bond,CRAG,BoC creditor: FC bonds
GRD,2013,2017,default,external_bond,CRAG,BoC creditor: FC bonds
GRD,1981,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GRD,1987,1992,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRD,1995,2001,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRD,2003,2012,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRD,2014,2014,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GRD,2016,2016,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GTM,1992,1993,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GTM,1986,1989,paris_club,paris_club,CRAG,BoC creditor: China
GTM,1995,2001,paris_club,paris_club,CRAG,BoC creditor: China
GTM,2020,2020,paris_club,paris_club,CRAG,BoC creditor: China
GTM,1983,2002,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GTM,2006,2008,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GTM,2012,2013,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GTM,2022,2022,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GTM,1986,1986,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GTM,1989,1989,default,external_bond,CRAG,BoC creditor: FC bonds
GTM,1984,2005,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GTM,1990,1997,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GTM,2000,2005,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GTM,2009,2015,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GIN,1985,1986,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GIN,1989,1989,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GIN,1991,1997,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GIN,2000,2001,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GIN,2006,2012,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GIN,1982,2000,paris_club,paris_club,CRAG,BoC creditor: China
GIN,2005,2008,paris_club,paris_club,CRAG,BoC creditor: China
GIN,2020,2020,paris_club,paris_club,CRAG,BoC creditor: China
GIN,2023,,paris_club,paris_club,CRAG,BoC creditor: China
GIN,1965,1965,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GIN,1967,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GIN,1987,1998,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GIN,2000,2000,restructuring,bank_loan,CRAG,BoC creditor: FC bank loans
GIN,1970,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GIN,1987,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GNB,1987,1987,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNB,1989,1989,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNB,1994,1996,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNB,2000,2011,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNB,2021,2022,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GNB,1987,2001,paris_club,paris_club,CRAG,BoC creditor: China
GNB,2010,2010,paris_club,paris_club,CRAG,BoC creditor: China
GNB,1976,1996,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNB,1998,,paris_club,paris_club,CRAG,BoC creditor: Other official creditors
GNB,2008,2008,default,external_bond,CRAG,BoC creditor: FC bonds
GNB,1979,1996,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GNB,2023,,restructuring,bank_loan,CRAG,BoC creditor: Other private creditors
GNB,1982,1986,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GNB,1988,1990,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GNB,1992,,arrears,domestic,CRAG,BoC creditor: Domestic arrears
GUY,1989,1997,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GUY,1999,2000,paris_club,paris_club,CRAG,BoC creditor: Paris Club
GUY,2004,2005,paris_club,paris_club,CRAG,BoC creditor: Paris Club
